
HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
2745, 27    CMa, 56014,     ,EW CMa   ,07 14 15.2,-26 21 09, 4.66,-0.19,  B3IIIe            ,*
2746,          , 56022,     ,OU Pup   ,07 13 13.4,-45 10 59, 4.89,-0.02,  A0pSi             ,*
2747,          , 56031,     , 3486    ,07 15 39.4,+07 58 40, 5.82, 1.60,  M4-IIIab          ,*
2748,          , 56096,     ,L2 Pup   ,07 13 32.4,-44 38 23, 5.10, 1.56,  M5IIIe            ,*
2749, 28Ome CMa, 56139,     ,Ome CMa  ,07 14 48.7,-26 46 22, 3.85,-0.17,  B2IV-Ve           ,*
2750,          , 56160,     ,         ,07 14 51.1,-27 02 17, 5.58, 1.22,  K4III             ,
2751,          , 56169,     ,         ,07 18 31.9,+49 27 54, 5.05, 0.08,  A4IIIn            ,
2752,          , 56207,     ,         ,07 15 43.1,-10 35 02, 5.95, 1.18,  K0                ,
2753, 64    Aur, 56221,     ,         ,07 18 02.2,+40 53 00, 5.78, 0.17,  A5Vn              ,*
2754,          , 56239,     ,         ,07 12 02.0,-63 11 24, 6.02,-0.02,  A0IV-V            ,
2755,          , 56341,     ,         ,07 15 47.5,-23 44 26, 6.32,     ,  A0                ,
2756,          , 56342,     ,         ,07 15 21.0,-30 41 11, 5.36,-0.17,  B3V               ,*
2757,          , 56386,     ,         ,07 18 04.1,+30 57 21, 6.24,-0.03,  A0Vn              ,
2758,          , 56405,     ,         ,07 16 14.5,-15 35 09, 5.46, 0.08,  A2Vnp             ,*
2759,          , 56410,     ,         ,07 14 57.1,-41 25 33, 5.94,-0.16,  B4III-IV          ,
2760,          , 56446,     ,         ,07 17 17.8,+06 40 50, 6.65,-0.11,  B8III             ,
2761,          , 56455,     ,PR Pup   ,07 14 45.9,-46 50 59, 5.72,-0.11,  A0pSi             ,*
2762,          , 56456,     ,         ,07 14 38.2,-48 16 18, 4.76,-0.10,  B8-9V             ,*
2763, 54Lam Gem, 56537, 5961, 3512    ,07 18 05.6,+16 32 25, 3.58, 0.11,  A3V               ,*
2764,          , 56577, 5951, 3503    ,07 16 36.8,-23 18 56, 4.79, 1.71,  K3Ib-II           ,*
2765,          , 56614,     ,         ,07 17 31.7,-06 40 48, 6.29, 1.62,  K2                ,
2766,          , 56618,     ,         ,07 16 35.0,-27 52 52, 4.64, 1.60,  M3III             ,*
2767,          , 56705,     ,         ,07 15 21.0,-52 29 59, 5.97, 1.10,  K1III             ,
2768,          , 56731,     ,         ,07 16 57.2,-30 53 48, 6.32, 0.20,  A9II              ,*
2769,          , 56733,     ,         ,07 16 31.8,-38 19 08, 5.80,-0.13,  B4V               ,*
2770,          , 56779,     ,Var?     ,07 16 49.5,-36 35 34, 5.03,-0.17,  B2IV-V            ,*
2771,          , 56813,     ,         ,07 16 15.5,-46 46 28, 5.66, 1.44,  K4III             ,
2772, 47    Cam, 56820, 5995,         ,07 22 17.2,+59 54 07, 6.35,     ,  A8m               ,
2773,   Pi  Pup, 56855,     , 3515    ,07 17 08.6,-37 05 51, 2.70, 1.62,  K3Ib              ,*
2774,          , 56876,     ,         ,07 17 47.9,-26 47 51, 6.46,-0.15,  B2IV-V            ,*
2775,          , 56941,     ,         ,07 21 03.1,+42 39 20, 6.35, 1.46,  K0                ,
2776,          , 56963,     ,         ,07 21 17.5,+45 13 41, 5.77, 0.32,  A7 s              ,
2777, 55Del Gem, 56986, 5983,         ,07 20 07.4,+21 58 56, 3.53, 0.34,  F2IV              ,*
2778,          , 56989,     ,         ,07 19 22.4,+02 44 26, 5.89, 1.07,  G9III             ,
2779,          , 57006,     ,         ,07 19 47.6,+07 08 34, 5.91, 0.53,  F8V               ,
2780,          , 57049,     ,         ,07 20 06.9,+15 08 34, 6.45,-0.02,  A2Vn              ,
2781, 29    CMa, 57060,     ,UW CMa   ,07 18 40.3,-24 33 32, 4.98,-0.15,  O7Ia:fp           ,*
2782, 30Tau CMa, 57061, 5977, 3528    ,07 18 42.4,-24 57 15, 4.40,-0.15,  O9Ib              ,*
2783, 19    Lyn, 57102, 6012,         ,07 22 50.9,+55 17 04, 6.53,     ,  B9V               ,*
2784, 19    Lyn, 57103, 6012,         ,07 22 52.1,+55 16 53, 5.45,     ,  B8V               ,*
2785,          , 57118,     ,         ,07 19 02.0,-19 16 49, 6.09, 0.62,  F0Iab-Ib          ,
2786,          , 57146,     ,         ,07 18 51.2,-26 35 09, 5.28, 0.96,  G2Ib              ,*
2787,          , 57150,     ,NV Pup   ,07 18 18.4,-36 44 03, 4.66,-0.10,  B2V+B3IVne        ,*
2788,          , 57167,     ,R CMa    ,07 19 28.1,-16 23 42, 5.70, 0.35,  F1V               ,*
2789,          , 57197,     ,         ,07 18 04.2,-43 59 12, 5.85,-0.12,  B8II-III          ,
2790,          , 57219,     ,NW Pup   ,07 18 38.2,-36 44 34, 5.11,-0.16,  B2IVne            ,*
2791,          , 57240,     ,         ,07 18 33.6,-39 12 37, 5.25, 0.01,  A1V               ,
2792,          , 57263,     ,         ,07 22 13.4,+38 59 46, 6.40, 1.22,  K0                ,
2793, 65    Aur, 57264, 6009,         ,07 22 02.6,+36 45 38, 5.13, 1.08,  K0III             ,*
2794,          , 57299,     ,         ,07 19 13.7,-33 43 38, 6.30, 1.31,  K2-3III           ,
2795, 56    Gem, 57423, 6016, 3550    ,07 21 56.8,+20 26 37, 5.10, 1.52,  M0IIIab           ,*
2796,          , 57478,     ,         ,07 20 58.2,-14 21 36, 5.45, 0.98, gG5                ,
2797,          , 57508,     ,         ,07 34 39.7,+80 53 48, 6.41,     , gG7                ,
2798,          , 57517,     ,         ,07 21 16.9,-08 52 42, 6.55, 0.54,  F5                ,
2799,          , 57573,     ,Var      ,07 20 53.2,-22 51 06, 6.61,-0.15,  B2.5V             ,*
2800,          , 57593, 6015,HQ CMa   ,07 20 55.0,-26 57 49, 6.01,-0.17,  B2.5V             ,*
2801,          , 57608,     ,         ,07 22 03.5,+00 10 38, 5.99,-0.07,  B8III             ,
2802,          , 57615,     ,         ,07 21 04.3,-25 53 29, 5.87, 1.64,  M4III             ,
2803,   Del Vol, 57623,     ,         ,07 16 49.8,-67 57 26, 3.98, 0.79,  F6II              ,
2804,          , 57646,     ,         ,07 24 57.2,+51 53 14, 5.80, 1.61,  K5III             ,
2805, 66    Aur, 57669,     ,         ,07 24 08.5,+40 40 20, 5.19, 1.23,  K1+IIIaCN1        ,
2806,          , 57682,     ,         ,07 22 02.0,-08 58 45, 6.43,-0.19,  O9V               ,*
2807,          , 57708,     ,         ,07 22 18.5,-02 58 44, 6.23, 0.68,  F5                ,
2808, 57    Gem, 57727,     ,         ,07 23 28.5,+25 03 02, 5.03, 0.90,  G8III             ,*
2809,          , 57742,     ,         ,07 27 25.8,+66 19 54, 6.47,-0.09,  B9III             ,
2810, 58    Gem, 57744,     ,         ,07 23 28.2,+22 56 43, 6.02,-0.01,  A1V               ,
2811,          , 57749,     , 3560    ,07 22 25.4,-05 58 58, 5.82, 0.35,  F3IV              ,*
2812,          , 57821,     ,         ,07 22 13.5,-19 01 00, 4.96,-0.04,  B7IV              ,
2813,          , 57852,     ,         ,07 20 21.4,-52 18 42, 6.05, 0.42,  F0-2IV-V          ,*
2814,          , 57853,     ,         ,07 20 21.7,-52 18 35, 6.60, 0.59,  G0V:e             ,*
2815,          , 57917,     ,         ,07 20 38.7,-52 05 10, 5.39,-0.07,  B9II-III          ,
2816, 59    Gem, 57927,     ,         ,07 24 33.4,+27 38 17, 5.76, 0.34,g:F0                ,
2817,          , 58050,     ,OT Gem   ,07 24 27.7,+15 31 02, 6.41,-0.18,  B2Ve              ,*
2818, 21    Lyn, 58142,     , 3585    ,07 26 42.8,+49 12 41, 4.64,-0.02,  A1V               ,*
2819,          , 58155,     ,         ,07 23 00.6,-31 55 26, 5.43,-0.15,  B5IIIn            ,*
2820,  1    CMi, 58187,     ,         ,07 24 58.2,+11 40 11, 5.30, 0.10,  A5IV              ,
2821, 60Iot Gem, 58207,     ,         ,07 25 43.6,+27 47 53, 3.79, 1.03,  G9IIIbHdel -1     ,*
2822,          , 58215,     ,         ,07 23 29.1,-27 50 03, 5.38, 1.53,  K2III             ,
2823,          , 58286,     ,         ,07 23 31.9,-32 12 08, 5.39,-0.18,  B3III-IV          ,*
2824,          , 58325,     ,         ,07 23 54.3,-30 13 01, 6.60,-0.20,  B2IV-V            ,*
2825,          , 58343,     ,FW CMa   ,07 24 40.1,-16 12 04, 5.33,-0.05,  B2.5IVe           ,*
2826,          , 58346,     ,         ,07 24 17.2,-22 54 46, 6.19,-0.09,  B8                ,*
2827, 31Eta CMa, 58350,     ,         ,07 24 05.7,-29 18 11, 2.45,-0.08,  B5Ia              ,*
2828,  2Eps CMi, 58367,     ,         ,07 25 38.9,+09 16 34, 4.99, 1.01,  G6.5IIb           ,*
2829,          , 58420,     ,         ,07 23 58.3,-35 50 16, 6.31,-0.15,  B7III             ,*
2830,          , 58425,     ,         ,07 30 52.7,+68 27 56, 5.64, 1.11, gK2                ,
2831,          , 58439,     ,         ,07 24 50.7,-19 00 44, 6.24, 0.29,  A2Ib              ,
2832,          , 58461,     ,         ,07 25 08.3,-13 45 07, 5.78, 0.42,  F0V               ,
2833,          , 58526,     ,         ,07 25 51.0,-05 46 30, 5.97, 0.92,  G3Ib              ,
2834,          , 58535,     , 3584    ,07 24 43.8,-31 48 32, 5.35, 1.07,  G8II              ,*
2835,          , 58551,     ,         ,07 26 50.2,+21 32 09, 6.54, 0.46,  F6V               ,
2836,          , 58552,     ,         ,07 26 27.9,+10 36 30, 6.37, 0.09,  A2IV              ,
2837, 61    Gem, 58579,     , 3592    ,07 26 56.3,+20 15 26, 5.93, 0.30,  F2Vn              ,*
2838,          , 58580,     ,         ,07 26 03.5,-04 32 15, 6.76,-0.01,  A0IV              ,*
2839,          , 58585,     ,         ,07 25 19.9,-21 58 58, 6.05, 0.23,  A8I-II:           ,
2840,          , 58599,     ,         ,07 26 41.3,+11 00 33, 6.41,-0.13,  B6IV              ,*
2841,          , 58612,     ,         ,07 25 25.3,-25 13 04, 5.78,-0.10,  B7III             ,*
2842,          , 58634,     ,         ,07 24 47.2,-37 17 24, 6.97, 0.22,  F0V:              ,*
2843,          , 58635,     ,         ,07 24 47.3,-37 17 27, 6.84, 0.27,  F0V:              ,*
2844,          , 58661, 6095,         ,07 28 51.6,+48 11 02, 5.72,-0.10,  B9pHgMn           ,*
2845,  3Bet CMi, 58715,     ,Bet CMi  ,07 27 09.0,+08 17 22, 2.90,-0.09,  B8Ve              ,*
2846, 63    Gem, 58728, 6089,         ,07 27 44.4,+21 26 42, 5.22, 0.39,  F5V+F5V           ,*
2847,          , 58766,     ,Var?     ,07 25 43.0,-31 44 19, 6.31,-0.17,  B2V               ,*
2848,          , 58805,     ,         ,06 46 58.7,-87 01 30, 6.47, 0.42,  F3V               ,
2849, 22    Lyn, 58855,     ,         ,07 29 56.0,+49 40 21, 5.36, 0.45,  F6V               ,*
2850,          , 58907,     ,         ,07 26 40.7,-23 42 44, 6.56, 0.01,  A1                ,
2851,  5Eta CMi, 58923, 6101,         ,07 28 02.1,+06 56 31, 5.25, 0.22,  F0III             ,*
2852, 62Rho Gem, 58946, 6109,         ,07 29 06.7,+31 47 04, 4.18, 0.32,  F0V               ,*
2853,          , 58954, 6093,         ,07 27 08.0,-17 51 52, 5.63, 0.32,  A5n               ,
2854,  4Gam CMi, 58972, 6100,         ,07 28 09.8,+08 55 32, 4.32, 1.43,  K3-IIIFe-0.5      ,*
2855,          , 58978,     ,FY CMa   ,07 26 59.4,-23 05 10, 5.61,-0.13,  B0IV:pe           ,*
2856,          , 59026,     ,         ,07 26 42.3,-34 08 27, 5.90,-0.17,  B2IV-V            ,
2857, 64    Gem, 59037,     ,         ,07 29 20.4,+28 07 05, 5.05, 0.11,  A4V               ,*
2858,          , 59059,     ,         ,07 28 47.3,+15 06 34, 6.22,-0.05,  B9IV              ,
2859,          , 59067, 6104, 3600    ,07 27 51.7,-11 33 25, 5.79, 0.58,  G8Ib-II+B2+B8V    ,*
2860,          , 59136,     ,         ,07 27 42.9,-22 51 35, 5.95,-0.09,  B5V:              ,
2861, 65    Gem, 59148, 6119,         ,07 29 48.7,+27 54 58, 5.01, 1.11,  K2III             ,*
2862,          , 59219,     ,         ,07 26 21.9,-51 01 06, 5.10, 1.06,  K0III             ,
2863,          , 59256,     ,Var?     ,07 27 59.2,-29 09 21, 5.54,-0.08,  B9VpSi:           ,
2864,  6    CMi, 59294,     , 3609    ,07 29 47.8,+12 00 24, 4.54, 1.28,  K1+IIIBa0.4       ,
2865,          , 59311,     ,         ,07 29 18.7,-01 54 19, 5.59, 1.50,  K5III             ,
2866,          , 59380,     ,         ,07 29 25.7,-07 33 04, 5.86, 0.48,  F8V               ,
2867,          , 59381,     ,         ,07 29 22.1,-10 19 36, 5.75, 1.62,  K5III             ,
2868,          , 59438, 6126,         ,07 29 21.9,-14 59 57, 6.05, 0.47,  F7V               ,*
2869,          , 59466,     ,         ,07 28 22.8,-37 48 37, 6.58, 0.06,  A1IV              ,
2870,          , 59499,     ,         ,07 28 51.3,-31 50 54, 6.38,-0.17,  B3V               ,*
2871,          , 59500,     ,         ,07 28 51.5,-31 50 49, 7.13,-0.15,  B4V               ,
2872,          , 59507,     ,         ,07 31 55.7,+38 53 47, 6.54, 0.07,  A2V               ,
2873,          , 59550,     ,         ,07 29 04.9,-31 27 23, 5.77,-0.19,  B2V               ,
2874,          , 59612,     ,         ,07 29 51.4,-23 01 28, 4.85, 0.23,  A5Ib              ,
2875,          , 59635,     ,         ,07 29 05.7,-38 48 44, 5.43,-0.16,  B5Vp              ,
2876,          , 59669,     ,         ,07 30 51.1,-05 13 35, 6.24, 1.18,  K0                ,
2877,          , 59686,     ,         ,07 31 48.4,+17 05 10, 5.42, 1.13, gK2                ,
2878,   Sig Pup, 59717,     ,         ,07 29 13.8,-43 18 05, 3.25, 1.51,  K5III             ,*
2879,          , 59878, 6160,         ,07 32 50.6,+22 53 16, 6.54, 1.01,  K0II-III+F8V      ,*
2880,  7Del1CMi, 59881,     ,         ,07 32 05.9,+01 54 52, 5.25, 0.22,  F0III             ,
2881,          , 59890,     ,         ,07 30 42.5,-30 57 44, 4.65, 0.93,  G3Ib              ,
2882,          , 59967,     ,         ,07 30 42.4,-37 20 23, 6.65, 0.63,  G4V               ,
2883,          , 59984, 6158,         ,07 32 05.8,-08 52 51, 5.90, 0.54,  F5V               ,*
2884,          , 60060,     ,         ,07 29 59.6,-52 39 04, 5.87, 1.01,  K0III             ,
2885,          , 60098,     , 3629    ,07 31 25.8,-36 09 10, 6.68,-0.12,  B4V               ,
2886, 68    Gem, 60107,     , 3642    ,07 33 36.5,+15 49 36, 5.25, 0.05,  A1Vn              ,*
2887,  8Del2CMi, 60111,     ,         ,07 33 11.6,+03 17 25, 5.59, 0.31,  F2V               ,
2888,          , 60150,     ,         ,07 28 51.3,-64 30 36, 6.39, 1.56,  K5III             ,
2889,          , 60168,     ,PS Pup   ,07 31 42.8,-35 53 16, 6.61,-0.08,  A0V               ,*
2890, 66Alp Gem, 60178, 6175,         ,07 34 36.0,+31 53 19, 2.88, 0.04,  A2Vm              ,*
2891, 66Alp Gem, 60179, 6175,YY Gem   ,07 34 36.0,+31 53 18, 1.98, 0.03,  A1V               ,*
2892,          , 60228,     ,         ,07 30 30.9,-54 23 58, 5.96, 1.56,  M1III             ,
2893,          , 60275,     ,         ,07 34 05.1,+10 34 06, 6.28,-0.01,  A1V               ,
2894,          , 60294,     ,         ,07 36 47.0,+55 45 19, 5.92, 1.12,  K2III             ,
2895,          , 60312,     ,         ,07 32 22.3,-35 57 41, 6.30,-0.10,  B9V               ,
2896,          , 60318, 6185,         ,07 35 08.7,+30 57 40, 5.33, 1.01,  K0III             ,*
2897,          , 60325,     ,         ,07 33 22.1,-14 20 18, 6.21,-0.04,  B1V               ,*
2898,          , 60335, 6191,         ,07 35 56.0,+43 01 52, 6.30,     ,  F0                ,
2899,          , 60341,     ,         ,07 33 19.5,-19 24 45, 5.66, 1.12,  K3III             ,*
2900,          , 60345,     ,         ,07 33 09.7,-24 42 39, 5.85, 0.17,  A7V:              ,
2901,  9Del3CMi, 60357,     ,         ,07 34 15.8,+03 22 17, 5.81,-0.02,  A0Vnn             ,
2902,          , 60414,     ,KQ Pup   ,07 33 47.9,-14 31 26, 4.97, 1.41,  M2Iabpe+B2V       ,*
2903,          , 60437,     ,         ,07 36 31.6,+46 10 49, 5.65, 1.56,  M0III             ,
2904,          , 60489,     , 3648    ,07 34 46.0,+02 43 30, 6.55, 0.22,  A7III             ,*
2905, 69Ups Gem, 60522,     , 3652    ,07 35 55.3,+26 53 45, 4.06, 1.54,  M0III-IIIb        ,*
2906,          , 60532,     ,         ,07 34 03.2,-22 17 46, 4.45, 0.51,  F6IV              ,*
2907,          , 60559,     ,         ,07 33 13.5,-40 03 32, 6.26,-0.12,  B8IVpSi           ,
2908,          , 60574,     ,         ,07 33 13.3,-43 05 11, 6.52, 0.92,  G8III             ,
2909,          , 60584, 6190,         ,07 34 18.6,-23 28 25, 5.83, 0.44, dF4                ,*
2910,          , 60585, 6190,         ,07 34 19.1,-23 28 29, 5.87,     , dF6                ,*
2911,          , 60606,     ,OW Pup   ,07 33 51.0,-36 20 18, 5.54,-0.06,  B3Vne             ,*
2912,          , 60629,     ,         ,07 34 28.8,-26 07 00, 6.65,-0.01,  A0V               ,
2913,          , 60646,     ,         ,07 34 12.8,-33 27 48, 6.11, 0.29,  A9IV              ,
2914,          , 60652,     ,         ,07 37 53.9,+48 46 25, 5.92, 0.22,  A5m               ,
2915,          , 60654,     ,         ,07 37 17.8,+40 01 31, 6.38,     ,  M1                ,
2916,          , 60666,     ,         ,07 34 34.9,-27 00 43, 5.77, 1.06,  K1III             ,
2917,          , 60686,     ,         ,07 33 58.5,-39 54 21, 6.76, 1.13,  K2III             ,
2918,          , 60803,     ,         ,07 36 34.7,+05 51 42, 5.91, 0.60,  G0V               ,
2919,   Eps Men, 60816,     ,         ,07 25 38.0,-79 05 39, 5.53, 1.28,  K2-3III           ,
2920,          , 60853,     ,         ,07 36 16.6,-08 18 41, 6.27, 1.54,  K2                ,
2921,          , 60855, 6208,Var      ,07 36 03.9,-14 29 34, 5.70,-0.12,  B2Ve              ,*
2922,          , 60863, 6205,         ,07 35 22.8,-28 22 10, 4.64,-0.11,  B8V               ,*
2923,          , 60951,     ,         ,07 36 07.8,-22 09 38, 6.34, 0.99,  G5                ,
2924, 70    Gem, 60986, 6229,         ,07 38 32.8,+35 02 55, 5.56, 0.93,  K0III             ,
2925,          , 61031,     ,         ,07 34 39.5,-51 28 29, 6.28, 0.08,  A1III-IV          ,
2926,          , 61035,     ,         ,07 38 14.5,+24 21 37, 6.27,     ,  F0                ,
2927, 25    Mon, 61064,     , 3665    ,07 37 16.7,-04 06 40, 5.13, 0.44,  F6III             ,*
2928,          , 61068,     ,PT Pup   ,07 36 41.0,-19 42 08, 5.74,-0.19,  B2III             ,*
2929, 23    Lyn, 61106,     ,         ,07 40 49.5,+57 04 58, 6.06, 1.46,  K5III             ,
2930, 71Omi Gem, 61110,     ,         ,07 39 09.9,+34 35 03, 4.90, 0.40,  F3III             ,
2931,          , 61219,     ,         ,07 39 11.9,+24 13 21, 6.17, 0.01,  A2V               ,
2932,          , 61224,     ,         ,07 37 38.9,-14 26 28, 6.53,-0.01,  B9IIIe            ,*
2933,          , 61227,     ,         ,07 37 16.8,-23 46 30, 6.37, 0.54,  F0II              ,
2934,          , 61248,     , 3661    ,07 35 39.7,-52 32 02, 4.94, 1.40,  K3III             ,*
2935,          , 61294,     ,         ,07 40 14.6,+38 20 40, 5.73, 1.63,  M0III             ,
2936,          , 61295,     ,         ,07 39 54.1,+32 00 35, 6.17, 0.35,  F6II              ,
2937,          , 61330,     ,         ,07 37 22.1,-34 58 07, 4.53,-0.09,  B8IV              ,*
2938, 74    Gem, 61338,     , 3671    ,07 39 28.6,+17 40 29, 5.05, 1.56,  K5IIIFe-0.5       ,*
2939,          , 61363,     ,         ,07 41 12.4,+48 07 54, 5.56, 1.01,  K0III             ,
2940,          , 61391,     ,         ,07 36 43.9,-48 49 49, 5.72,-0.06,  B9.5V             ,
2941,          , 61394,     ,         ,07 36 01.7,-55 53 15, 6.39, 1.18,  K1-2IIICNII       ,
2942,          , 61409,     ,         ,07 37 44.8,-35 16 38, 6.60, 1.14,  K1III             ,
2943, 10Alp CMi, 61421, 6251, 3672    ,07 39 18.1,+05 13 30, 0.38, 0.42,  F5IV-V            ,*
2944,          , 61429, 6246,PU Pup   ,07 38 18.0,-25 21 53, 4.70,-0.11,  B8IV              ,*
2945,          , 61453,     ,         ,07 37 45.2,-38 00 38, 6.38, 1.48,  K4III             ,*
2946, 24    Lyn, 61497, 6285,         ,07 43 00.4,+58 42 37, 4.99, 0.08,  A3IVn             ,
2947,          , 61554,     ,         ,07 39 07.1,-18 40 45, 6.72,-0.10,  B6Vn              ,
2948,          , 61555, 6255, 3673    ,07 38 49.3,-26 48 06, 4.50,-0.17,  B6V               ,*
2949,          , 61556, 6255, 3673    ,07 38 49.8,-26 48 13, 4.62,     ,  B5IVn             ,*
2950,          , 61563, 6263,         ,07 40 07.0,+05 13 51, 6.02,-0.04,  A0III             ,*
2951,          , 61603,     ,         ,07 40 58.5,+23 01 07, 5.89, 1.58,  K5                ,*
2952,          , 61623,     ,         ,07 38 24.2,-39 59 29, 6.59,-0.05,  A0                ,
2953,          , 61630,     ,         ,07 40 47.3,+13 46 15, 6.24,     ,  K0                ,
2954,          , 61641,     ,         ,07 38 43.9,-36 29 49, 5.80,-0.16,  B2IV-V            ,*
2955,          , 61642,     ,         ,07 38 32.6,-38 46 52, 6.19, 1.02,  G8III             ,*
